2019-12-27 12:30:00,2019-12-27 16:00:00,210,20725,Flashcards,"flashcards  データベースカラム整理、seedにCSV読み込み"
2019-12-28 13:00:00,2019-12-28 15:00:00,120,20845,Flashcards,"flashcards  waitdays seedに実データ取り込み"
2019-12-30 14:00:00,2019-12-30 18:00:00,240,21085,Flashcards,"flashcards  seed 日付全部取り込み　名前空白なし"
2020-01-06 13:00:00,2020-01-06 17:00:00,240,21325,Flashcards,"flashcards  judge test グラフ"
2020-01-07 12:30:00,2020-01-07 16:00:00,210,21535,Flashcards,"flashcards  judge testにてymlにIDは自動振り分けされるので自分で指定してはいけない　sequence wait_day をIntegerに　大まかなJudgeのメソッド配置"
2020-01-08 12:00:00,2020-01-08 18:00:00,360,21895,Flashcards,"flashcards  judge quizcard_helperでメソッド整理　answer_time model_sequences"
2020-01-09 12:00:00,2020-01-09 17:30:00,330,22225,Flashcards,"flashcards  judge get_linear_functionのテスト、wait_day"
2020-01-10 11:30:00,2020-01-10 14:00:00,150,22375,Flashcards,"flashcards  モデルシーケンスの取り方が1：多でWAITDAYを持つことを想定していない　betaを前に持ってくるようにリファクタリング"
2020-01-13 13:00:00,2020-01-13 15:00:00,120,22495,Flashcards,"flashcards  モデルシーケンスを１対多に直したらレコードが膨大で行き詰る"
2020-01-16 14:00:00,2020-01-16 17:30:00,210,22705,Flashcards,"flashcards  prize_bataソート　x切片＜傾きの処理　waitday0以下の処理　appearing_dayの開発環境動作確認"
2020-01-17 13:30:00,2020-01-17 14:30:00,60,22765,Flashcards,"flashcards  quizcard showページ"
2020-01-18 13:30:00,2020-01-18 16:30:00,180,22945,Flashcards,"flashcards  today_card"
2020-01-19 12:15:00,2020-01-19 18:30:00,375,23320,Flashcards,"flashcards メインバー 登録 destroy"
2020-01-20 10:00:00,2020-01-20 18:30:00,510,23830,Flashcards,"flashcards edit,change early waitday prize,add hint,lessontime,guide"
2020-01-21 11:30:00,2020-01-21 15:30:00,240,24070,Flashcards,"flashcards herokuのエラーDBの日付指定を変えたら治った。seed,portfolio書き出し"
2020-01-22 11:30:00,2020-01-21 16:30:00,300,24070,presentation,"グラフ作成、標準時をJSTにしようとしたらAWSがばぐる"
2020-01-23 14:30:00,2020-01-23 17:00:00,150,24220,presentation,"RubyAssosiationリスト、imitsu開発会社リスト、不調"
2020-01-24 11:00:00,2020-01-24 15:00:00,160,24380,presentation,"wantedly paiza ２０社ほど"
2020-01-25 11:00:00,2020-01-25 15:00:00,160,24540,paiza,"election.rb ４０分の問題を２時間以上かかる"
